Frequency,CHD,BHC,YTA,ZHY,LZH,Vel_AVG,Frequency,CHD,BHC,YTA,ZHY,LZH,Dis_AVG,Frequency,CHD,BHC,YTA,ZHY,LZH,Acc_AVG
40.625,1.32359,3.24291,8.73064,5.91622,12.6457,5.91622,40.625,0.00518537,0.0127046,0.0342037,0.0231778,0.0495417,0.0231778,40.625,337.852,827.767,2228.53,1510.14,3227.88,1510.14
40.7227,1.69966,4.23037,20.7635,5.23857,7.83308,5.23857,40.7227,0.00664272,0.0165334,0.0811492,0.0204737,0.0306138,0.0204737,40.7227,434.889,1082.42,5312.71,1340.38,2004.23,1340.38
40.8203,0.833084,0.245281,14.8417,4.72141,29.2059,4.72141,40.8203,0.00324812,0.000956331,0.0578665,0.0184084,0.113871,0.0184084,40.8203,213.671,62.9101,3806.62,1210.95,7490.78,1210.95
40.918,1.21236,2.23943,2.29252,3.92507,12.393,2.29252,40.918,0.00471559,0.00871051,0.00891703,0.015267,0.0482038,0.00891703,40.918,311.691,575.746,589.397,1009.12,3186.17,589.397
41.0156,1.10841,5.05144,13.6488,5.28047,12.9356,5.28047,41.0156,0.00430101,0.0196013,0.052962,0.0204901,0.0501947,0.0204901,41.0156,285.646,1301.8,3517.41,1360.82,3333.62,1360.82
41.1133,1.03224,3.66967,18.4327,5.96257,20.4279,5.96257,41.1133,0.00399592,0.0142058,0.0713554,0.0230819,0.0790789,0.0230819,41.1133,266.65,947.958,4761.58,1540.26,5276.97,1540.26
41.2109,0.660415,2.6486,16.3249,3.34727,6.89796,3.34727,41.2109,0.0025505,0.0102288,0.063046,0.012927,0.0266396,0.012927,41.2109,171.005,685.819,4227.1,866.729,1786.13,866.729
41.3086,0.446893,5.02475,6.12894,6.52037,19.0552,6.12894,41.3086,0.0017218,0.0193595,0.0236138,0.0251219,0.0734164,0.0236138,41.3086,115.991,1304.17,1590.76,1692.36,4945.77,1590.76
41.4063,0.512433,5.98299,5.16343,4.54611,4.88019,4.88019,41.4063,0.00196966,0.0229971,0.0198469,0.0174741,0.0187582,0.0187582,41.4063,133.316,1556.55,1343.33,1182.73,1269.65,1269.65
41.5039,1.9114,2.89343,5.19755,4.42557,8.59746,4.42557,41.5039,0.00732965,0.0110954,0.019931,0.0169707,0.0329687,0.0169707,41.5039,498.449,754.54,1355.4,1154.09,2242.02,1154.09
41.6016,0.38858,2.95696,7.14602,1.83135,3.25506,2.95696,41.6016,0.00148659,0.0113124,0.0273385,0.0070062,0.0124529,0.0113124,41.6016,101.571,772.92,1867.9,478.698,850.842,772.92
41.6992,2.14143,3.37411,11.8258,7.86967,12.9461,7.86967,41.6992,0.00817328,0.0128781,0.045136,0.0300365,0.0494118,0.0300365,41.6992,561.063,884.031,3098.41,2061.88,3391.92,2061.88
41.7969,1.68243,1.7701,14.1715,4.88888,4.85148,4.85148,41.7969,0.00640639,0.00674023,0.0539624,0.018616,0.0184735,0.0184735,41.7969,441.836,464.86,3721.68,1283.91,1274.08,1274.08
41.8945,1.55784,1.93144,0.712306,4.53194,10.6178,1.93144,41.8945,0.00591813,0.00733742,0.00270601,0.0172166,0.0403366,0.00733742,41.8945,410.071,508.415,187.501,1192.95,2794.94,508.415
41.9922,0.969335,5.34737,3.89672,5.47575,8.4769,5.34737,41.9922,0.00367389,0.0202671,0.014769,0.0207537,0.0321284,0.0202671,41.9922,255.754,1410.87,1028.13,1444.75,2236.59,1410.87
42.0898,2.09898,3.46592,6.49823,1.84166,5.88574,3.46592,42.0898,0.00793689,0.0131057,0.0245718,0.0069639,0.0222558,0.0131057,42.0898,555.092,916.592,1718.51,487.043,1556.53,916.592
42.1875,1.621,2.92109,6.19406,2.52752,5.27889,2.92109,42.1875,0.00611533,0.01102,0.0233675,0.00953522,0.0199149,0.01102,42.1875,429.682,774.298,1641.87,669.974,1399.29,774.298
42.2852,0.475788,2.16325,2.56536,3.29029,7.62511,2.56536,42.2852,0.00179079,0.00814214,0.00965561,0.0123842,0.0286998,0.00965561,42.2852,126.41,574.744,681.578,874.182,2025.88,681.578
42.3828,1.08895,3.2221,3.42378,2.61129,9.7808,3.2221,42.3828,0.0040892,0.0120995,0.0128569,0.00980587,0.0367286,0.0120995,42.3828,289.986,858.042,911.75,695.385,2604.62,858.042
42.4805,1.47197,1.48102,9.68884,1.43537,4.01917,1.48102,42.4805,0.00551479,0.0055487,0.0362997,0.00537769,0.015058,0.0055487,42.4805,392.887,395.302,2586.08,383.119,1072.77,395.302
42.5781,1.03284,3.93522,5.96268,6.39914,8.64171,5.96268,42.5781,0.00386069,0.0147097,0.0222882,0.0239197,0.0323023,0.0222882,42.5781,276.311,1052.77,1595.17,1711.94,2311.89,1595.17
42.6758,0.83834,3.13404,7.75316,1.52678,1.01901,1.52678,42.6758,0.0031265,0.0116881,0.0289146,0.00569397,0.0038003,0.00569397,42.6758,224.792,840.361,2078.93,409.391,273.237,409.391
42.7734,1.29672,2.43822,2.61321,1.13656,11.2175,2.43822,42.7734,0.00482494,0.00907234,0.00972345,0.004229,0.041739,0.00907234,42.7734,348.497,655.28,702.31,305.454,3014.74,655.28
42.8711,0.258305,6.13605,13.0275,1.08994,0.649622,1.08994,42.8711,0.000958932,0.0227795,0.0483634,0.00404629,0.00241166,0.00404629,42.8711,69.5787,1652.85,3509.18,293.593,174.987,293.593
42.9688,0.414502,5.97692,5.07235,1.45412,10.5771,5.07235,42.9688,0.0015353,0.0221383,0.0187878,0.00538602,0.0391772,0.0187878,42.9688,111.907,1613.65,1369.44,392.584,2855.61,1369.44
43.0664,0.241198,1.96668,1.13256,1.66204,8.59759,1.66204,43.0664,0.000891363,0.00726801,0.00418547,0.00614219,0.031773,0.00614219,43.0664,65.2667,532.173,306.465,449.738,2326.46,449.738
43.1641,0.291132,4.43459,4.18273,2.94332,1.9507,2.94332,43.1641,0.00107347,0.0163513,0.0154226,0.0108526,0.00719265,0.0108526,43.1641,78.9574,1202.7,1134.39,798.252,529.046,798.252
43.2617,0.254741,1.21591,3.689,1.21566,8.0776,1.21591,43.2617,0.000937164,0.00447321,0.0135714,0.00447228,0.0297166,0.00447321,43.2617,69.2441,330.511,1002.75,330.443,2195.67,330.511
43.3594,0.810902,0.744243,4.74441,2.80854,0.366845,0.810902,43.3594,0.0029765,0.00273182,0.0174148,0.010309,0.00134654,0.0029765,43.3594,220.918,202.758,1292.54,765.146,99.9414,220.918
43.457,0.861526,2.60459,1.70691,2.73204,6.0017,2.60459,43.457,0.00315521,0.00953893,0.00625129,0.0100057,0.0219803,0.00953893,43.457,235.239,711.18,466.068,745.98,1638.76,711.18
43.5547,0.447046,0.598931,0.755824,0.933866,3.54865,0.755824,43.5547,0.00163357,0.00218858,0.00276189,0.00341248,0.0129673,0.00276189,43.5547,122.34,163.905,206.84,255.564,971.131,206.84
43.6523,0.79335,2.5817,0.690363,0.30295,3.79819,0.79335,43.6523,0.00289253,0.00941279,0.00251704,0.00110455,0.0138481,0.00289253,43.6523,217.597,708.098,189.35,83.0919,1041.75,217.597
43.75,0.41082,0.982928,3.4249,2.68684,6.59807,2.68684,43.75,0.00149449,0.00357572,0.0124592,0.00977426,0.0240026,0.00977426,43.75,112.93,270.196,941.468,738.584,1813.74,738.584
43.8477,0.501024,2.10525,5.2663,1.69803,9.20201,2.10525,43.8477,0.00181858,0.00764147,0.0191152,0.00616339,0.0334008,0.00764147,43.8477,138.034,580.002,1450.88,467.813,2535.18,580.002
43.9453,0.22458,3.70264,0.756881,0.988439,1.70536,0.988439,43.9453,0.000813351,0.0134097,0.00274117,0.00357979,0.00617624,0.00357979,43.9453,62.0101,1022.36,208.987,272.924,470.879,272.924
44.043,0.536603,1.4168,3.17149,1.35223,5.96725,1.4168,44.043,0.00193908,0.00511978,0.0114606,0.00488645,0.0215634,0.00511978,44.043,148.494,392.07,877.648,374.202,1651.32,392.07
44.1406,0.194043,3.45052,2.87338,2.84743,3.65644,2.87338,44.1406,0.00069965,0.0124413,0.0103603,0.0102668,0.0131838,0.0103603,44.1406,53.8167,956.98,796.913,789.718,1014.09,796.913
44.2383,0.52164,1.54588,5.49549,2.67905,7.31815,2.67905,44.2383,0.00187669,0.00556156,0.019771,0.00963835,0.0263283,0.00963835,44.2383,144.994,429.687,1527.51,744.662,2034.13,744.662
44.3359,0.544804,2.49605,2.62299,0.075759,4.09069,2.49605,44.3359,0.00195571,0.0089602,0.00941587,0.000271956,0.0146846,0.0089602,44.3359,151.766,695.327,730.688,21.1042,1139.55,695.327
44.4336,0.754508,0.186345,5.23973,1.32444,7.91984,1.32444,44.4336,0.00270254,0.000667462,0.018768,0.00474395,0.0283678,0.00474395,44.4336,210.647,52.0247,1462.85,369.763,2211.1,369.763
44.5313,0.565594,0.599743,3.22121,1.71478,4.58285,1.71478,44.5313,0.00202144,0.00214348,0.0115126,0.00612864,0.0163791,0.00612864,44.5313,158.252,167.807,901.289,479.793,1282.27,479.793
44.6289,0.318736,0.59201,2.06017,0.604766,4.41146,0.604766,44.6289,0.00113667,0.00211122,0.00734697,0.00215671,0.0157321,0.00215671,44.6289,89.3773,166.006,577.697,169.584,1237.03,169.584
44.7266,0.401842,1.18042,1.252,1.0909,6.44641,1.18042,44.7266,0.00142991,0.0042004,0.00445512,0.00388186,0.0229389,0.0042004,44.7266,112.928,331.728,351.844,306.571,1811.61,331.728
44.8242,0.481079,0.715196,1.59335,1.56448,3.93611,1.56448,44.8242,0.00170814,0.00253941,0.00565742,0.0055549,0.0139757,0.0055549,44.8242,135.491,201.427,448.749,440.617,1108.56,440.617
44.9219,0.174529,0.313129,1.70496,0.361008,4.68856,0.361008,44.9219,0.000618345,0.00110939,0.00604056,0.00127902,0.0166112,0.00127902,44.9219,49.2613,88.3814,481.23,101.895,1323.36,101.895
45.0195,0.396199,0.660702,2.58394,0.884764,6.10121,0.884764,45.0195,0.00140066,0.00233574,0.00913485,0.00312785,0.0215693,0.00312785,45.0195,112.071,186.89,730.909,250.27,1725.83,250.27
45.1172,0.206052,0.754481,1.71293,0.117881,3.47004,0.754481,45.1172,0.000726868,0.0026615,0.00604253,0.000415835,0.0122409,0.0026615,45.1172,58.4116,213.88,485.582,33.4168,983.687,213.88
45.2148,0.349058,1.19942,2.18271,0.0449578,3.97755,1.19942,45.2148,0.00122867,0.00422192,0.00768307,0.00015825,0.0140008,0.00422192,45.2148,99.1649,340.747,620.093,12.7722,1129.99,340.747
45.3125,0.183609,0.645682,1.0251,0.175972,4.97959,0.645682,45.3125,0.000644907,0.00226788,0.00360056,0.000618081,0.0174902,0.00226788,45.3125,52.2748,183.83,291.854,50.1004,1417.72,183.83
45.4102,0.0591708,1.24912,1.4933,0.760643,4.97022,1.24912,45.4102,0.000207384,0.00437796,0.00523377,0.00266593,0.0174198,0.00437796,45.4102,16.8826,356.4,426.069,217.027,1418.1,356.4
45.5078,0.265415,0.734803,1.15911,0.116153,4.65327,0.734803,45.5078,0.00092824,0.00256983,0.00405377,0.000406224,0.0162739,0.00256983,45.5078,75.8913,210.105,331.43,33.2122,1330.53,210.105
45.6055,0.254445,0.540933,0.498471,0.273587,4.32699,0.498471,45.6055,0.000887968,0.00188776,0.00173958,0.000954768,0.0151004,0.00173958,45.6055,72.9107,155.003,142.836,78.3956,1239.89,142.836
45.7031,0.315157,0.657465,1.15896,0.335325,5.0096,0.657465,45.7031,0.00109749,0.00228953,0.00403591,0.00116772,0.0174452,0.00228953,45.7031,90.5008,188.798,332.807,96.2923,1438.56,188.798
45.8008,0.321629,0.417598,0.440675,0.184527,4.75313,0.417598,45.8008,0.00111764,0.00145113,0.00153132,0.000641221,0.0165168,0.00145113,45.8008,92.5567,120.174,126.815,53.1023,1367.83,120.174
45.8984,0.202428,0.222644,0.316595,0.334213,4.8596,0.316595,45.8984,0.000701928,0.000772028,0.00109781,0.0011589,0.0168509,0.00109781,45.8984,58.3779,64.2079,91.3022,96.3832,1401.45,91.3022
45.9961,0.257146,0.269035,0.517525,0.389076,4.24628,0.389076,45.9961,0.000889771,0.000930911,0.00179073,0.00134628,0.0146929,0.00134628,45.9961,74.3156,77.7517,149.566,112.444,1227.18,112.444
46.0938,0.140524,0.332412,0.195919,0.303638,4.67056,0.303638,46.0938,0.000485208,0.00114777,0.000676479,0.00104842,0.0161268,0.00104842,46.0938,40.6978,96.2716,56.7412,87.9384,1352.67,87.9384
46.1914,0.158286,0.259058,0.250298,0.261914,4.39352,0.259058,46.1914,0.000545383,0.000892597,0.000862414,0.00090244,0.0151381,0.000892597,46.1914,45.9392,75.1861,72.6437,76.0152,1275.13,75.1861
46.2891,0.178996,0.291837,0.277749,0.154459,4.45793,0.277749,46.2891,0.00061544,0.00100342,0.00095498,0.000531073,0.0153276,0.00095498,46.2891,52.0598,84.8786,80.7813,44.9232,1296.56,80.7813
46.3867,0.179146,0.196876,0.791572,0.213653,4.53028,0.213653,46.3867,0.000614658,0.00067549,0.00271592,0.000733052,0.0155436,0.000733052,46.3867,52.2132,57.3807,230.709,62.2705,1320.38,62.2705
46.4844,0.167497,0.323345,0.308714,0.251176,4.27426,0.308714,46.4844,0.000573484,0.00110708,0.00105699,0.000859984,0.0146344,0.00105699,46.4844,48.921,94.4393,90.166,73.3608,1248.38,90.166
46.582,0.173811,0.185346,0.245735,0.202015,4.41766,0.202015,46.582,0.000593852,0.000633265,0.000839592,0.000690218,0.0150936,0.000690218,46.582,50.8715,54.2478,71.9225,59.1266,1292.98,59.1266
46.6797,0.154635,0.253946,0.258278,0.140286,4.34435,0.253946,46.6797,0.000527231,0.000865833,0.000880603,0.000478308,0.0148121,0.000865833,46.6797,45.3541,74.4817,75.7523,41.1456,1274.19,74.4817
46.7773,0.180072,0.259105,0.183048,0.221173,4.58763,0.221173,46.7773,0.000612677,0.000881578,0.000622802,0.000752517,0.0156089,0.000752517,46.7773,52.9252,76.1538,53.7998,65.005,1348.36,65.005
46.875,0.170668,0.199505,0.442797,0.137758,4.27021,0.199505,46.875,0.00057947,0.00067738,0.00150343,0.000467731,0.0144987,0.00067738,46.875,50.2659,58.759,130.415,40.5732,1257.68,58.759
46.9727,0.170038,0.25237,0.168425,0.265088,4.43313,0.25237,46.9727,0.000576131,0.000855091,0.000570666,0.000898183,0.0150205,0.000855091,46.9727,50.1847,74.4839,49.7087,78.2375,1308.39,74.4839
47.0703,0.164746,0.260659,0.176435,0.202641,4.3614,0.202641,47.0703,0.000557042,0.000881344,0.000596564,0.000685172,0.0147468,0.000685172,47.0703,48.7239,77.0902,52.1808,59.9313,1289.89,59.9313
47.168,0.171351,0.269918,0.179437,0.202024,4.34586,0.202024,47.168,0.000578176,0.000910762,0.000605461,0.000681672,0.0146639,0.000681672,47.168,50.7825,79.9943,53.179,59.8728,1287.96,59.8728
47.2656,0.15579,0.265509,0.211898,0.197206,4.35571,0.211898,47.2656,0.000524582,0.000894033,0.000713512,0.000664042,0.0146667,0.000713512,47.2656,46.2662,78.8505,62.9292,58.5661,1293.55,62.9292
47.3633,0.169574,0.25391,0.180595,0.183642,4.35139,0.183642,47.3633,0.000569819,0.000853215,0.000606853,0.000617092,0.014622,0.000617092,47.3633,50.4638,75.5617,53.7436,54.6504,1294.94,54.6504
47.4609,0.156584,0.254139,0.178626,0.214335,4.39279,0.214335,47.4609,0.000525087,0.000852226,0.000599003,0.000718749,0.0147307,0.000718749,47.4609,46.6943,75.7857,53.2674,63.916,1309.95,63.916
47.5586,0.173512,0.240162,0.14287,0.224751,4.37616,0.224751,47.5586,0.000580659,0.000803702,0.000478113,0.000752128,0.0146448,0.000752128,47.5586,51.8488,71.765,42.6922,67.1598,1307.68,67.1598
47.6563,0.160892,0.272699,0.18016,0.212344,4.37568,0.212344,47.6563,0.000537321,0.000910717,0.000601671,0.000709155,0.0146132,0.000709155,47.6563,48.1763,81.655,53.9459,63.5829,1310.22,63.5829
47.7539,0.16937,0.269577,0.160448,0.214486,4.38452,0.214486,47.7539,0.00056448,0.000898449,0.000534742,0.000714842,0.0146128,0.000714842,47.7539,50.819,80.8856,48.1417,64.3557,1315.56,64.3557
47.8516,0.168219,0.266986,0.153758,0.222794,4.39397,0.222794,47.8516,0.000559499,0.000887998,0.000511402,0.000741015,0.0146144,0.000741015,47.8516,50.5768,80.272,46.229,66.9852,1321.09,66.9852
47.9492,0.16035,0.259038,0.149076,0.226206,4.33082,0.226206,47.9492,0.000532242,0.000859808,0.000494819,0.000750833,0.014375,0.000750833,47.9492,48.3094,78.0413,44.9127,68.15,1304.76,68.15
48.0469,0.162818,0.2645,0.158684,0.206289,4.37254,0.206289,48.0469,0.000539332,0.000876154,0.00052564,0.000683331,0.014484,0.000683331,48.0469,49.1526,79.8491,47.9047,62.2761,1320.01,62.2761
48.1445,0.153389,0.247718,0.159136,0.204292,4.367,0.204292,48.1445,0.000507071,0.0008189,0.000526068,0.000675344,0.0144363,0.000675344,48.1445,46.4005,74.935,48.1388,61.7987,1321.02,61.7987
48.2422,0.164503,0.261334,0.143746,0.204095,4.35381,0.204095,48.2422,0.000542708,0.000862161,0.00047423,0.000673326,0.0143636,0.000673326,48.2422,49.8632,79.2141,43.5715,61.8642,1319.7,61.8642
48.3398,0.161075,0.269695,0.146045,0.210905,4.35493,0.210905,48.3398,0.000530327,0.000887949,0.000480841,0.000694388,0.0143382,0.000694388,48.3398,48.9231,81.914,44.358,64.0579,1322.71,64.0579
48.4375,0.155704,0.258694,0.14546,0.1921,4.35832,0.1921,48.4375,0.000511608,0.000850012,0.00047795,0.000631198,0.0143205,0.000631198,48.4375,47.3871,78.7314,44.2696,58.464,1326.42,58.464
48.5352,0.156301,0.24367,0.143973,0.203053,4.31768,0.203053,48.5352,0.000512536,0.000799036,0.000472112,0.000665845,0.0141584,0.000665845,48.5352,47.6647,74.3085,43.9054,61.9221,1316.7,61.9221
48.6328,0.171105,0.254419,0.132752,0.220478,4.35444,0.220478,48.6328,0.000559956,0.000832607,0.000434444,0.000721533,0.0142503,0.000721533,48.6328,52.2844,77.7426,40.565,67.3712,1330.58,67.3712
48.7305,0.155734,0.257604,0.141354,0.21477,4.35752,0.21477,48.7305,0.000508632,0.000841341,0.000461664,0.000701444,0.0142318,0.000701444,48.7305,47.6831,78.8738,43.28,65.7588,1334.2,65.7588
48.8281,0.17379,0.246868,0.14032,0.206079,4.36314,0.206079,48.8281,0.000566467,0.000804665,0.000457373,0.000671712,0.0142216,0.000671712,48.8281,53.3181,75.7382,43.0497,63.2241,1338.59,63.2241
48.9258,0.165069,0.246784,0.127616,0.215466,4.35599,0.215466,48.9258,0.000536967,0.000802786,0.000415132,0.000700909,0.01417,0.000700909,48.9258,50.7438,75.8639,39.2302,66.2365,1339.07,66.2365
49.0234,0.162116,0.251517,0.127677,0.218056,4.35321,0.218056,49.0234,0.000526312,0.000816551,0.000414504,0.000707921,0.0141327,0.000707921,49.0234,49.9356,77.473,39.3274,67.1664,1340.89,67.1664
49.1211,0.155534,0.245732,0.128037,0.211964,4.34863,0.211964,49.1211,0.000503939,0.000796183,0.000414846,0.000686774,0.0140898,0.000686774,49.1211,48.0036,75.8418,39.5169,65.4199,1342.15,65.4199
49.2188,0.162357,0.250216,0.126202,0.221855,4.38507,0.221855,49.2188,0.000525001,0.000809105,0.000408089,0.000717395,0.0141797,0.000717395,49.2188,50.209,77.3795,39.0279,68.6087,1356.09,68.6087
49.3164,0.163793,0.258314,0.124021,0.210661,4.3406,0.210661,49.3164,0.000528598,0.000833636,0.000400244,0.000679848,0.0140081,0.000679848,49.3164,50.7537,80.0422,38.4298,65.2761,1345,65.2761
49.4141,0.163476,0.266867,0.115211,0.220664,4.32297,0.220664,49.4141,0.00052653,0.000859536,0.000371076,0.000710725,0.0139236,0.000710725,49.4141,50.7556,82.8562,35.7704,68.5113,1342.19,68.5113
49.5117,0.162621,0.255791,0.111822,0.196446,4.34319,0.196446,49.5117,0.000522745,0.000822238,0.00035945,0.000631474,0.0139612,0.000631474,49.5117,50.5901,79.5744,34.7868,61.1127,1351.13,61.1127
49.6094,0.159624,0.256496,0.114626,0.21055,4.36076,0.21055,49.6094,0.0005121,0.00082288,0.000367738,0.000675479,0.01399,0.000675479,49.6094,49.7556,79.951,35.7294,65.6295,1359.27,65.6295
49.707,0.159247,0.260092,0.122555,0.216288,4.36643,0.216288,49.707,0.000509885,0.000832778,0.000392404,0.000692524,0.0139807,0.000692524,49.707,49.7357,81.2315,38.2762,67.5508,1363.72,67.5508
49.8047,0.156212,0.24208,0.122121,0.224662,4.34808,0.224662,49.8047,0.000499189,0.000773586,0.000390247,0.000717926,0.0138946,0.000717926,49.8047,48.8839,75.7546,38.2155,70.304,1360.65,70.304
49.9023,0.157274,0.261017,0.129134,0.198254,4.3367,0.198254,49.9023,0.000501598,0.000832469,0.000411849,0.000632296,0.0138312,0.000632296,49.9023,49.3125,81.8407,40.4893,62.1616,1359.75,62.1616
50,0.155817,0.252586,0.110941,0.210936,4.35086,0.210936,50,0.000495981,0.000804006,0.000353135,0.000671431,0.0138492,0.000671431,50,48.9514,79.3522,34.853,66.2676,1366.86,66.2676
